Movie_ID,Avg_Rating,Watch_Count,Min_Date,Max_Date,Date_Diff,Std_Dev,Year,Year_Diff,Quantile_1_Freq,Quantile_2_Freq,Quantile_3_Freq,Quantile_4_Freq,Quantile_5_Freq,CI_Lower_95,CI_Upper_95
2628,3.673076923076923,884,2001-12-25,2005-12-31,1467,1.2191930712260122,1999,2,96038,96222,95853,96040,96036,3.5927053581319535,3.7534484880218923
2629,3.048611111111111,144,2005-06-24,2005-12-29,188,1.3604290824101373,1998,7,96038,96222,95853,96040,96036,2.826407694317455,3.270814527904767
2630,3.5226586102719035,331,2004-09-17,2005-12-29,468,0.9794557245905576,1998,6,96038,96222,95853,96040,96036,3.417140529509582,3.6281766910342252
2631,3.175799086757991,438,2004-05-14,2005-12-28,593,1.0839619994686485,1967,37,96038,96222,95853,96040,96036,3.074283419519591,3.277314753996391
2632,2.968503937007874,127,2004-11-22,2005-12-29,402,1.154267498597145,1972,32,96038,96222,95853,96040,96036,2.7677515684242984,3.1692563055914498
2633,3.221238938053097,791,2001-10-13,2005-12-31,1540,1.2077194670910831,2001,0,96038,96222,95853,96040,96036,3.137073479034141,3.3054043970720532
2634,3.664473684210526,152,2005-04-08,2005-12-27,263,1.1676890572417944,2004,1,96038,96222,95853,96040,96036,3.478837989472014,3.850109378949038
2635,3.4468085106382977,94,2005-02-23,2005-12-30,310,1.053586004232159,2004,1,96038,96222,95853,96040,96036,3.2338170766912104,3.659799944585385
2636,3.536842105263158,95,2004-07-02,2005-12-28,544,1.209980888857248,1997,7,96038,96222,95853,96040,96036,3.293524922375917,3.7801592881503985
2637,2.415584415584416,77,2001-02-14,2005-12-16,1766,1.1396057645963795,1998,3,96038,96222,95853,96040,96036,2.1610389610389618,2.6701298701298706
2638,4.111111111111111,2385,2004-09-10,2005-12-31,477,1.1126853128887206,2000,4,96038,96222,95853,96040,96036,4.066454657031458,4.1557675651907635
2639,2.9473684210526314,95,2003-06-25,2005-12-20,909,1.3157670770770262,1999,4,96038,96222,95853,96040,96036,2.6827785077090236,3.2119583343962392
2640,3.60434577231932,10585,1999-12-21,2005-12-29,2200,0.9673916320563304,1997,2,96038,96222,95853,96040,96036,3.585916297194629,3.622775247444011
2641,2.915478615071283,982,2000-01-17,2005-12-30,2174,1.0579463522559631,1977,23,96038,96222,95853,96040,96036,2.849308182621033,2.981649047521533
2642,2.535885167464115,209,2002-03-05,2005-12-19,1385,1.0283969537306106,2001,1,96038,96222,95853,96040,96036,2.3964591861558255,2.6753111487724044
2643,3.614273367082356,8099,2004-11-06,2005-12-31,420,0.970864140545954,2004,0,96038,96222,95853,96040,96036,3.5931287983165516,3.63541793584816
2644,3.495741056218058,587,2000-01-05,2005-12-19,2175,1.060249304703284,1924,76,96038,96222,95853,96040,96036,3.4099691588879173,3.5815129535481987
2645,2.861607142857143,672,2002-12-30,2005-12-31,1097,1.2024127906233848,1969,33,96038,96222,95853,96040,96036,2.7706943452582196,2.952519940456066
2646,1.7894736842105263,95,2002-08-20,2005-12-20,1218,0.988171929675188,1999,3,96038,96222,95853,96040,96036,1.590760454645475,1.9881869137755777
2647,3.031015037593985,1064,2000-09-29,2005-12-27,1915,1.0869864370612137,1973,27,96038,96222,95853,96040,96036,2.9657005712811997,3.09632950390677
2648,3.3989637305699483,193,2005-03-24,2005-12-30,281,1.14627974503871,1994,11,96038,96222,95853,96040,96036,3.237242128382308,3.5606853327575885
2649,3.821939586645469,629,2004-03-16,2005-12-30,654,1.2819529002200631,1996,8,96038,96222,95853,96040,96036,3.7217545600409094,3.9221246132500287
2650,2.9025974025974026,462,2000-02-23,2005-12-31,2138,1.2692055033752458,1964,36,96038,96222,95853,96040,96036,2.786861785894535,3.0183330193002704
2651,3.428689200329761,2426,2003-02-21,2005-12-29,1042,1.4795044073624684,1992,11,96038,96222,95853,96040,96036,3.369814740390974,3.487563660268548
2652,3.655882352941176,340,2004-02-24,2005-12-25,670,1.14538735740697,1999,5,96038,96222,95853,96040,96036,3.5341323450683984,3.7776323608139535
2653,3.352422907488987,227,2003-10-06,2005-12-28,814,1.3465888851715713,1964,39,96038,96222,95853,96040,96036,3.177245470379948,3.5276003445980257
2654,3.718000675447484,2961,2003-04-01,2005-12-31,1005,1.0891868036488446,2001,2,96038,96222,95853,96040,96036,3.678768784748951,3.7572325661460173
2655,3.164705882352941,170,2004-07-20,2005-12-28,526,1.102413262683437,1997,7,96038,96222,95853,96040,96036,2.9989854567119787,3.3304263079939034
2656,3.331914893617021,705,2003-12-29,2005-12-31,733,1.16307531883884,1996,7,96038,96222,95853,96040,96036,3.2460591502780938,3.4177706369559484
2657,3.051546391752577,194,2003-03-23,2005-11-23,976,1.0808855899022871,1963,40,96038,96222,95853,96040,96036,2.899444388703249,3.203648394801905
2658,3.0447257383966244,1185,2001-01-29,2005-12-29,1795,1.301191480972817,2000,1,96038,96222,95853,96040,96036,2.97063940401593,3.118812072777319
2659,3.238036809815951,2445,2002-01-15,2005-12-29,1444,1.305198998548903,2000,2,96038,96222,95853,96040,96036,3.1863007474437866,3.289772872188115
2660,4.0334391929759015,80295,2000-10-15,2005-12-31,1903,0.8996891147704037,1989,11,96038,96222,95853,96040,96036,4.027216128707382,4.039662257244421
2661,3.279441117764471,501,2000-02-01,2005-12-28,2157,1.1600674493433336,1989,11,96038,96222,95853,96040,96036,3.1778582546184273,3.3810239809105145
2662,3.5406195207481006,5133,2002-07-30,2005-12-31,1250,0.932313813659489,1982,20,96038,96222,95853,96040,96036,3.515114096123707,3.5661249453724944
2663,2.803784162578837,1427,2003-05-27,2005-12-28,946,0.9791155687660432,2000,3,96038,96222,95853,96040,96036,2.752982486493976,2.8545858386636977
2664,3.025925925925926,270,2000-01-11,2005-12-18,2168,1.0714589270759984,1998,2,96038,96222,95853,96040,96036,2.898120374965079,3.1537314768867732
2665,4.078014184397163,564,2005-03-18,2005-12-30,287,0.9315539986355778,1998,7,96038,96222,95853,96040,96036,4.001132205423405,4.154896163370921
2666,2.9909090909090907,110,2005-03-14,2005-12-28,289,0.981437389474174,1957,48,96038,96222,95853,96040,96036,2.8074993793371963,3.174318802480985
2667,2.267857142857143,112,2000-01-17,2005-12-26,2170,1.013264662714178,1971,29,96038,96222,95853,96040,96036,2.080197901168941,2.4555163845453447
2668,2.7755519215044973,2446,2002-02-04,2005-12-28,1423,1.203909447183116,2001,1,96038,96222,95853,96040,96036,2.7278405756508044,2.82326326735819
2669,3.3401360544217686,294,2000-11-26,2005-12-13,1843,1.337291841551658,2000,0,96038,96222,95853,96040,96036,3.187270864135643,3.4930012447078944
2670,2.832752613240418,574,2003-03-06,2005-12-13,1013,1.0451786180263862,1998,5,96038,96222,95853,96040,96036,2.74724778446817,2.918257442012666
2671,2.495726495726496,234,2000-04-23,2005-12-18,2065,1.08143865095328,1978,22,96038,96222,95853,96040,96036,2.3571626175653435,2.634290373887649
2672,2.0927835051546397,194,2004-07-23,2005-12-19,514,1.1791142212141772,2004,0,96038,96222,95853,96040,96036,1.9268587888423077,2.258708221466972
2673,2.6850393700787403,889,2000-03-11,2005-12-30,2120,1.153632640767696,1980,20,96038,96222,95853,96040,96036,2.6092038400801747,2.760874900077306
2674,3.772599859845831,2854,2003-01-24,2005-12-31,1072,0.9460411191765296,1964,39,96038,96222,95853,96040,96036,3.737891099705929,3.807308619985733
2675,2.499584026622296,26444,2002-11-18,2005-12-31,1139,1.1013222127081592,2002,0,96038,96222,95853,96040,96036,2.486309871278502,2.51285818196609
2676,3.7094017094017095,585,2000-11-08,2005-12-30,1878,1.3322901609417817,1990,10,96038,96222,95853,96040,96036,3.6014382084830006,3.8173652103204185
2677,3.524739583333333,768,2004-06-09,2005-12-29,568,1.2422011984223875,1961,43,96038,96222,95853,96040,96036,3.43688439678697,3.612594769879696
2678,2.821882951653944,393,2000-06-24,2005-12-28,2013,1.2490116568382363,1996,4,96038,96222,95853,96040,96036,2.69839451636149,2.945371386946398
2679,2.51864406779661,295,2003-06-08,2005-12-27,933,1.1629885523432102,2002,1,96038,96222,95853,96040,96036,2.3859289175028513,2.651359218090369
2680,3.219952907452908,19536,2002-08-04,2005-12-31,1245,1.020944281454376,2002,0,96038,96222,95853,96040,96036,3.2056362943382353,3.234269520567581
2681,1.8482142857142856,112,2002-01-11,2005-12-20,1439,1.1870913914631729,2001,1,96038,96222,95853,96040,96036,1.628361883342083,2.068066688086488
2682,3.464788732394366,426,2005-06-13,2005-12-24,194,1.1560295446925888,2005,0,96038,96222,95853,96040,96036,3.355009496067028,3.5745679687217042
2683,3.0307692307692307,195,2003-10-15,2005-11-24,771,1.2431573218556955,1979,24,96038,96222,95853,96040,96036,2.8562815147746603,3.205256946763801
2684,2.762122076440388,1753,2000-06-24,2005-12-31,2016,1.3249892103195655,1999,1,96038,96222,95853,96040,96036,2.7000955508276787,2.8241486020530973
2685,2.805466237942122,622,2000-01-10,2005-12-30,2181,1.0099835100063252,1986,14,96038,96222,95853,96040,96036,2.7260928053736957,2.8848396705105483
2686,3.425434583714547,1093,2001-10-31,2005-12-27,1518,1.1335593875663803,1999,2,96038,96222,95853,96040,96036,3.3582313349669883,3.4926378324621057
2687,3.654524758110416,1757,2003-04-22,2005-12-29,982,0.9301629073807968,2002,1,96038,96222,95853,96040,96036,3.61103077239229,3.698018743828542
2688,4.159895150720839,763,2004-10-20,2005-12-29,435,1.0120616361647157,1994,10,96038,96222,95853,96040,96036,4.0880825318505805,4.231707769591098
2689,3.2207943925233646,856,2002-10-29,2005-12-11,1139,1.070207860781475,2002,0,96038,96222,95853,96040,96036,3.149099647326469,3.2924891377202603
2690,3.848040062165429,28955,2000-12-24,2005-12-31,1833,0.9755131463946016,2000,0,96038,96222,95853,96040,96036,3.836803656418127,3.8592764679127307
2691,4.144160583941606,548,2004-02-01,2005-12-31,699,0.8800150757689584,2003,1,96038,96222,95853,96040,96036,4.070479517290444,4.217841650592767
2692,4.0156106519742885,1089,2003-08-25,2005-12-29,857,1.1459385678167746,2000,3,96038,96222,95853,96040,96036,3.947548846128201,4.083672457820375
2693,2.6130769230769237,1300,2000-03-25,2005-12-22,2098,1.098805318178636,1965,35,96038,96222,95853,96040,96036,2.5533451855674363,2.672808660586411
2694,2.6977777777777776,225,2002-03-12,2005-12-28,1387,1.3552953172004236,2001,1,96038,96222,95853,96040,96036,2.5206858563302554,2.8748696992253
2695,3.565687789799073,647,2000-03-18,2005-12-27,2110,1.2851607631746391,1998,2,96038,96222,95853,96040,96036,3.4666590189031132,3.6647165606950325
2696,2.9452554744525545,274,2002-03-19,2005-12-30,1382,1.1096955859460238,1950,52,96038,96222,95853,96040,96036,2.8138587168657248,3.0766522320393843
2697,3.192443919716647,847,2005-05-11,2005-12-30,233,1.142159851587954,2005,0,96038,96222,95853,96040,96036,3.115523568903959,3.2693642705293353
2698,3.702824858757062,7965,2004-05-04,2005-12-31,606,0.9086604383098332,1976,28,96038,96222,95853,96040,96036,3.682869258247334,3.72278045926679
2699,3.4350684169761485,50353,2003-11-06,2005-12-31,786,0.9391220338259412,2003,0,96038,96222,95853,96040,96036,3.4268655545818274,3.4432712793704696
2700,4.138888888888889,288,2005-07-31,2005-12-31,153,1.2246658428468131,2005,0,96038,96222,95853,96040,96036,3.9974472002686845,4.280330577509094
2701,3.720105391163356,4934,2001-03-21,2005-12-31,1746,0.9352074220175732,1955,46,96038,96222,95853,96040,96036,3.6940099620009907,3.7462008203257215
2702,3.223021582733813,139,2004-06-05,2005-12-25,568,1.5698387504547595,1995,9,96038,96222,95853,96040,96036,2.9620436922282134,3.4839994732394124
2703,2.6704545454545454,88,2003-02-14,2005-12-22,1042,1.0691235094084808,1999,4,96038,96222,95853,96040,96036,2.4470754053376034,2.8938336855714875
2704,3.31496062992126,127,2000-04-25,2005-12-23,2068,1.3014081957973405,1962,38,96038,96222,95853,96040,96036,3.0886172752674033,3.541303984575117
2705,3.308844922897876,6874,2002-01-05,2005-12-26,1451,1.2434798510905052,2001,1,96038,96222,95853,96040,96036,3.279448799622614,3.338241046173138
2706,3.464673913043478,368,2000-01-08,2005-12-22,2175,1.2391664167350316,1981,19,96038,96222,95853,96040,96036,3.3380657239841702,3.591282102102786
2707,3.211267605633803,71,2005-04-17,2005-12-10,237,1.241145702943701,1974,31,96038,96222,95853,96040,96036,2.9225656903754618,3.499969520892144
2708,2.84640522875817,1836,2000-01-18,2005-12-31,2174,1.2787694771750933,1999,1,96038,96222,95853,96040,96036,2.7879111380137642,2.904899319502576
2709,2.68,100,2005-01-25,2005-12-28,337,1.033577683719433,1988,17,96038,96222,95853,96040,96036,2.4774187739909914,2.882581226009009
2710,3.486842105263158,76,2004-08-13,2005-12-20,494,1.1831418179590767,2004,0,96038,96222,95853,96040,96036,3.2208393837919265,3.7528448267343895
2711,3.448162968352128,5498,2000-01-06,2005-12-31,2186,1.108103221663031,1998,2,96038,96222,95853,96040,96036,3.418871987081034,3.4774539496232224
2712,3.509833134684148,6712,2000-01-05,2005-12-31,2187,0.9662268109521586,1984,16,96038,96222,95853,96040,96036,3.486717321199177,3.5329489481691185
2713,3.005736137667304,523,2000-04-03,2005-12-29,2096,1.1849816847017258,1953,47,96038,96222,95853,96040,96036,2.9041775004028993,3.1072947749317086
2714,2.5376344086021505,186,2001-06-23,2005-12-29,1650,1.091085646153445,1953,48,96038,96222,95853,96040,96036,2.380829937597531,2.69443887960677
2715,2.7661290322580645,248,2004-12-20,2005-12-30,375,1.307771049108562,1999,5,96038,96222,95853,96040,96036,2.603363684720584,2.928894379795545
2716,2.5243243243243243,555,2000-01-07,2005-12-28,2182,1.417032556600243,1993,7,96038,96222,95853,96040,96036,2.4064309472915077,2.642217701357141
2717,3.3211009174311927,109,2003-09-13,2005-12-13,822,1.2388819178549824,1998,5,96038,96222,95853,96040,96036,3.0885207190506807,3.5536811158117048
2718,2.601769911504425,113,2003-04-01,2005-12-20,994,1.1223367126609551,2002,1,96038,96222,95853,96040,96036,2.3948320203815965,2.808707802627253
2719,3.804207119741101,618,2004-06-25,2005-12-31,554,1.0131302180457655,1996,8,96038,96222,95853,96040,96036,3.7243291343780576,3.8840851051041443
2720,2.979591836734694,147,2003-10-23,2005-12-21,790,1.043370380099939,1992,11,96038,96222,95853,96040,96036,2.8109225891864433,3.148261084282945
2721,2.358064516129032,310,2000-10-27,2005-12-29,1889,0.967522507050581,1983,17,96038,96222,95853,96040,96036,2.250359408004198,2.4657696242538663
2722,1.9855072463768115,138,2002-01-26,2005-12-20,1424,0.8711558497454097,2001,1,96038,96222,95853,96040,96036,1.840158133521536,2.1308563592320873
2723,3.680798004987531,401,2004-09-21,2005-12-29,464,1.18442195251355,2004,0,96038,96222,95853,96040,96036,3.5648694738489963,3.796726536126066
2724,3.587727272727273,2200,2004-04-18,2005-12-29,620,1.0796115036443008,1995,9,96038,96222,95853,96040,96036,3.5426131793185793,3.6328413661359664
2725,2.458333333333333,72,2005-09-02,2005-12-31,120,0.9632325271752666,2005,0,96038,96222,95853,96040,96036,2.235837971070471,2.680828695596195
2726,3.810538116591928,892,2003-06-13,2005-12-28,929,0.9481394988121064,2000,3,96038,96222,95853,96040,96036,3.748315841939089,3.872760391244767
2727,3.887605369965657,3203,2004-10-20,2005-12-31,437,1.2723379373143875,1985,19,96038,96222,95853,96040,96036,3.843541759555972,3.931668980375342
2728,2.204081632653061,98,2000-01-21,2005-12-18,2158,1.148366690183532,1981,19,96038,96222,95853,96040,96036,1.9767166279561537,2.4314466373499686
2729,3.3022388059701493,268,2000-02-25,2005-12-28,2133,1.07145226223512,1954,46,96038,96222,95853,96040,96036,3.1739580529892097,3.430519558951089
2730,2.7422222222222223,225,2003-11-15,2005-12-30,776,0.988886659530214,2003,0,96038,96222,95853,96040,96036,2.613007698710274,2.8714367457341705
2731,2.885757935834324,5891,2001-03-14,2005-12-31,1753,1.2359990144841773,1995,6,96038,96222,95853,96040,96036,2.8541948334228993,2.917321038245749
2732,3.433234421364985,2022,2001-11-07,2005-12-31,1515,1.069686365148402,2001,0,96038,96222,95853,96040,96036,3.3866090873752355,3.479859755354734
2733,2.819420783645656,587,2003-02-21,2005-12-22,1035,1.449289930331802,1994,9,96038,96222,95853,96040,96036,2.7021763331616118,2.9366652341297
2734,3.2882993109665786,31058,2001-10-21,2005-12-31,1532,0.9696187946486,2001,0,96038,96222,95853,96040,96036,3.277515547494257,3.2990830744389
2735,3.912084530160033,9748,1999-12-30,2005-12-31,2193,1.0109514437507594,1954,45,96038,96222,95853,96040,96036,3.8920153973060536,3.932153663014012
2736,3.875,144,2004-07-08,2005-12-31,541,1.2839787375970828,1998,6,96038,96222,95853,96040,96036,3.665283472859143,4.0847165271408565
2737,2.57116953762466,1103,2001-04-14,2005-12-29,1720,1.114238482920397,1981,20,96038,96222,95853,96040,96036,2.5054118596699384,2.636927215579382
2738,2.993212669683258,2210,2003-02-21,2005-12-31,1044,1.040792736410735,1993,10,96038,96222,95853,96040,96036,2.949819218978079,3.036606120388437
2739,3.2464788732394365,426,2000-01-25,2005-12-03,2139,0.9568572557011332,1998,2,96038,96222,95853,96040,96036,3.1556134976204455,3.3373442488584275
2740,3.056962025316456,158,2003-10-10,2005-12-20,802,1.258062765570787,1991,12,96038,96222,95853,96040,96036,2.8607932698848355,3.2531307807480765
2741,3.021978021978022,182,2000-12-01,2005-12-25,1850,1.1416574359989762,2000,0,96038,96222,95853,96040,96036,2.856112474296142,3.187843569659902
2742,3.353846153846154,130,2004-02-09,2005-12-29,689,1.0481548088329633,2004,0,96038,96222,95853,96040,96036,3.1736648080559675,3.5340274996363403
2743,4.121489792225312,60787,2002-12-08,2005-12-31,1119,0.8957596680421941,2002,0,96038,96222,95853,96040,96036,4.114368771980601,4.128610812470024
2744,2.3793103448275863,58,2002-01-22,2005-12-22,1430,1.0732404810043952,2001,1,96038,96222,95853,96040,96036,2.10310052167136,2.6555201679838127
2745,3.556962025316456,79,2005-08-27,2005-12-29,124,1.0591098759376507,2005,0,96038,96222,95853,96040,96036,3.3234100507113884,3.7905139999215236
2746,2.949438202247191,356,2000-07-28,2005-12-30,1981,1.0682220158017337,1999,1,96038,96222,95853,96040,96036,2.8384715211788474,3.060404883315535
2747,2.9585585585585585,555,2000-01-19,2005-12-19,2161,1.204719095474762,1997,3,96038,96222,95853,96040,96036,2.8583291023757056,3.0587880147414115
2748,2.924812030075188,133,2005-05-12,2005-12-17,219,1.2162041056174937,1980,25,96038,96222,95853,96040,96036,2.7181138199035972,3.1315102402467785
2749,3.1596267190569747,2036,2000-07-14,2005-12-31,1996,1.0338547691473352,1999,1,96038,96222,95853,96040,96036,3.1147184082187014,3.204535029895248
2750,3.365325077399381,323,2001-11-03,2005-12-11,1499,1.2936678570758735,1963,38,96038,96222,95853,96040,96036,3.2242411314570885,3.5064090233416736
2751,3.435636281333107,17673,2000-07-02,2005-12-31,2008,1.029032942880717,1991,9,96038,96222,95853,96040,96036,3.4204647223144753,3.450807840351739
2752,3.231958762886598,194,2005-09-17,2005-12-31,105,1.1529683602516885,2005,0,96038,96222,95853,96040,96036,3.0697132868759183,3.3942042388972777
2753,3.5404761904761903,420,2004-07-21,2005-12-27,524,1.038991507498358,1965,39,96038,96222,95853,96040,96036,3.441108905456056,3.6398434754963245
2754,4.14172335600907,1764,2003-09-16,2005-12-31,837,1.0826767633540608,2002,1,96038,96222,95853,96040,96036,4.091198440385881,4.192248271632259
2755,3.68601255204126,16093,2000-12-26,2005-12-31,1831,0.8925082943716979,1974,26,96038,96222,95853,96040,96036,3.6722230105297324,3.6998020935527878
2756,3.974137931034482,1740,2003-09-12,2005-12-28,838,1.2302110897788734,1992,11,96038,96222,95853,96040,96036,3.9163335061128097,4.031942355956154
2757,3.541621537985456,12926,2003-06-27,2005-12-31,918,0.954156441826405,1986,17,96038,96222,95853,96040,96036,3.5251723833906428,3.558070692580269
2758,3.082291666666667,960,2000-04-06,2005-12-27,2091,1.0857398540108112,1997,3,96038,96222,95853,96040,96036,3.013609144576007,3.150974188757327
2759,2.760233918128655,171,2004-08-12,2005-12-28,503,1.299704922717811,2004,0,96038,96222,95853,96040,96036,2.5654277158038026,2.955040120453507
2760,3.082010582010582,378,2001-01-13,2005-12-28,1810,1.1658920059975526,1992,9,96038,96222,95853,96040,96036,2.9644752344272107,3.199545929593953
2761,2.5851063829787235,94,1999-12-30,2005-12-05,2167,1.402068935676462,1999,0,96038,96222,95853,96040,96036,2.301666139939397,2.86854662601805
2762,2.6697388632872503,3255,2004-02-13,2005-12-31,687,1.2774303491289778,2004,0,96038,96222,95853,96040,96036,2.6258536912911197,2.713624035283381
2763,3.014556040756914,687,2000-01-12,2005-12-29,2178,0.9822435492668964,1985,15,96038,96222,95853,96040,96036,2.94110518023917,3.088006901274658
2764,3.0,94,2000-01-11,2005-12-20,2170,1.2443420336765103,1990,10,96038,96222,95853,96040,96036,2.748445601015222,3.251554398984778
2765,3.0588235294117645,153,2001-02-13,2005-11-12,1733,1.077492789801539,1951,50,96038,96222,95853,96040,96036,2.8880876764106143,3.2295593824129147
2766,2.3085106382978724,94,2001-10-29,2005-12-22,1515,1.1642210533983366,2001,0,96038,96222,95853,96040,96036,2.073153381653772,2.5438678949419726
2767,3.7661596958174894,526,2004-04-24,2005-12-30,615,1.042193330557336,1944,60,96038,96222,95853,96040,96036,3.6770937900489726,3.8552256015860062
2768,3.368217054263566,774,2004-10-26,2005-12-31,431,1.0621429554781112,2002,2,96038,96222,95853,96040,96036,3.293388291584135,3.4430458169429974
2769,3.803579037068598,2347,2003-09-25,2005-12-31,828,1.0548572215819256,2003,0,96038,96222,95853,96040,96036,3.760902103489058,3.846255970648138
2770,3.39647577092511,227,2005-01-07,2005-12-30,357,1.2126128824686544,2000,5,96038,96222,95853,96040,96036,3.238727241069097,3.554224300781123
2771,3.564028776978417,13205,2002-06-02,2005-12-31,1308,1.0081128673151365,1984,18,96038,96222,95853,96040,96036,3.5468340206143942,3.58122353334244
2772,3.498881431767338,447,2003-10-14,2005-12-31,809,1.1061887065595628,1968,35,96038,96222,95853,96040,96036,3.3963324080689876,3.601430455465688
2773,3.238770685579196,423,2000-01-14,2005-12-30,2177,1.216868174229002,1973,27,96038,96222,95853,96040,96036,3.122805021199054,3.3547363499593374
2774,2.4414414414414414,111,1999-12-30,2005-12-30,2192,1.218678007176664,1979,20,96038,96222,95853,96040,96036,2.214724718388589,2.6681581644942938
2775,3.287091222030981,11620,2002-11-13,2005-12-31,1144,1.1192847360156093,2002,0,96038,96222,95853,96040,96036,3.2667398549153575,3.3074425891466044
2776,3.032992036405006,879,2001-06-21,2005-12-31,1654,1.1384976067695003,2000,1,96038,96222,95853,96040,96036,2.9577269168466054,3.1082571559634062
2777,2.6283783783783785,148,2002-03-07,2005-12-26,1390,1.1504533587615744,1998,4,96038,96222,95853,96040,96036,2.4430276785983778,2.8137290781583792
2778,3.806663301362948,1981,2003-10-27,2005-12-29,794,1.1461292002420491,1974,29,96038,96222,95853,96040,96036,3.7561916620385616,3.857134940687334
2779,2.723889446319438,21926,2003-09-16,2005-12-31,837,1.1244646861810816,2003,0,96038,96222,95853,96040,96036,2.709005359745977,2.7387735328928993
2780,3.572092548138312,19579,1999-12-08,2005-12-31,2215,1.036739334974002,1998,1,96038,96222,95853,96040,96036,3.557570415649874,3.58661468062675
2781,2.5950413223140494,121,2004-01-23,2005-12-26,703,1.399872091756328,2003,1,96038,96222,95853,96040,96036,2.3456095677829216,2.844473076845177
2782,4.294422607502894,135601,2000-06-18,2005-12-31,2022,0.9044118014614916,1995,5,96038,96222,95853,96040,96036,4.289608776429958,4.29923643857583
2783,3.344977511244378,20010,2000-02-15,2005-12-31,2146,1.0815981589454364,1993,7,96038,96222,95853,96040,96036,3.329991071688957,3.359963950799799
2784,3.225852272727273,704,2001-03-23,2005-12-31,1744,1.120791155640056,1972,29,96038,96222,95853,96040,96036,3.1430591168869375,3.3086454285676083
2785,2.3981481481481484,108,2003-08-12,2005-11-04,815,1.0846405564635275,2003,0,96038,96222,95853,96040,96036,2.193583759180402,2.602712537115895
2786,2.953488372093023,129,2005-05-02,2005-12-28,240,1.0221031099854163,2000,5,96038,96222,95853,96040,96036,2.777105696622223,3.129871047563823
2787,4.105263157894737,817,2003-09-26,2005-12-30,826,0.9832839189277318,2003,0,96038,96222,95853,96040,96036,4.037837688328423,4.172688627461051
2788,3.579710144927536,69,2005-03-11,2005-12-13,277,1.0628180783603958,2005,0,96038,96222,95853,96040,96036,3.3289315532922834,3.830488736562789
2789,3.298292902066487,1113,2003-01-08,2005-12-29,1086,1.0504224726107878,1976,27,96038,96222,95853,96040,96036,3.2365804939491944,3.3600053101837792
2790,2.413793103448276,87,2000-03-01,2005-12-18,2118,1.029243616357347,1997,3,96038,96222,95853,96040,96036,2.197513966878571,2.630072240017981
2791,3.3180745634733366,2119,2000-01-12,2005-12-30,2179,1.098031921301842,1999,1,96038,96222,95853,96040,96036,3.2713219859698612,3.364827140976812
2792,3.579234972677596,183,2000-01-08,2005-12-23,2176,1.1158229922254617,1975,25,96038,96222,95853,96040,96036,3.4175663149448408,3.740903630410351
2793,3.420529801324504,302,2003-07-22,2005-12-31,893,1.283155261852294,2003,0,96038,96222,95853,96040,96036,3.275808716578073,3.5652508860709347
2794,3.355704697986577,894,2002-09-24,2005-12-31,1194,1.03947069938095,1957,45,96038,96222,95853,96040,96036,3.2875651004815585,3.423844295491595
2795,4.103529411764706,5100,2004-04-15,2005-12-31,625,1.0422847102668151,2001,3,96038,96222,95853,96040,96036,4.074923397539905,4.132135425989507
2796,4.006107906345436,2947,2003-01-27,2005-12-31,1069,0.9661427386650208,1934,69,96038,96222,95853,96040,96036,3.971225430868549,4.040990381822323
2797,3.2556818181818183,528,2004-05-07,2005-12-30,602,1.1058606636853627,2003,1,96038,96222,95853,96040,96036,3.1613540584293176,3.350009577934319
2798,3.409280742459397,2155,2002-12-08,2005-12-31,1119,0.9623879271656194,1969,33,96038,96222,95853,96040,96036,3.368647395138918,3.4499140897798757
2799,3.4153846153846152,65,2005-04-15,2005-12-15,244,1.088179495940176,2005,0,96038,96222,95853,96040,96036,3.150839387654473,3.6799298431147576
2800,3.476438356164384,65700,2001-10-08,2005-12-31,1545,1.0057486069387576,2001,0,96038,96222,95853,96040,96036,3.468747710075579,3.4841290022531894
2801,2.739799331103679,1495,2002-10-15,2005-12-29,1171,1.132394466951047,2002,0,96038,96222,95853,96040,96036,2.6823965130329097,2.797202149174448
2802,2.966197183098592,355,2001-10-09,2005-12-30,1543,1.116889301775884,2000,1,96038,96222,95853,96040,96036,2.850011657801513,3.082382708395671
2803,4.338747799849132,19885,2002-10-09,2005-12-31,1179,0.9561444303064928,1995,7,96038,96222,95853,96040,96036,4.32545805101363,4.352037548684635
2804,3.4471560338201384,5204,1999-12-24,2005-12-31,2199,1.0522088925610609,1999,0,96038,96222,95853,96040,96036,3.4185676637538713,3.4757444038864054
2805,3.4782608695652173,46,2005-10-03,2005-12-25,83,1.3782296282595874,2005,0,96038,96222,95853,96040,96036,3.079971479619606,3.8765502595108288
2806,3.4228855721393034,402,2004-04-23,2005-12-24,610,1.225365183225044,2000,4,96038,96222,95853,96040,96036,3.3030988775192975,3.5426722667593094
2807,2.992481203007519,133,2002-03-04,2005-12-20,1387,1.183831994385975,1998,4,96038,96222,95853,96040,96036,2.7912847481910736,3.1936776578239643
2808,3.777524677296887,1317,2004-07-21,2005-12-31,528,1.009760395624338,1959,45,96038,96222,95853,96040,96036,3.722988898824586,3.8320604557691884
2809,3.5690316616593485,21635,2005-02-11,2005-12-31,323,1.0084154364133722,2005,0,96038,96222,95853,96040,96036,3.5555942040673694,3.5824691192513276
2810,2.742424242424242,132,2002-01-17,2005-12-22,1435,1.0456833269069452,2000,2,96038,96222,95853,96040,96036,2.5640347420527236,2.920813742795761
