Movie_ID,Avg_Rating,Watch_Count,Min_Date,Max_Date,Date_Diff,Year,Year_Diff,Quantile_1_Freq,Quantile_2_Freq,Quantile_3_Freq,Quantile_4_Freq,Quantile_5_Freq
3182,3.33092158152452,13683,1999-12-24,2005-12-31,2199,1997,2,3986.0,3513.0,2805.0,2001.0,1378.0
3183,3.849508336896109,2339,2004-11-25,2005-12-31,401,1998,6,576.0,523.0,443.0,406.0,391.0
3184,3.3910991233985164,1483,2000-11-26,2005-12-29,1859,1985,15,487.0,351.0,252.0,239.0,154.0
3185,2.073584905660377,530,2002-06-27,2005-12-30,1282,2001,1,243.0,103.0,82.0,59.0,43.0
3186,3.2171052631578947,304,2000-01-21,2005-12-28,2168,1996,4,86.0,50.0,47.0,52.0,69.0
3187,3.184304399524376,841,2000-01-05,2005-12-27,2183,1984,16,256.0,198.0,176.0,107.0,104.0
3188,2.9812925170068025,588,2003-06-04,2005-12-31,941,1973,30,186.0,153.0,107.0,88.0,54.0
3189,1.8214285714285716,84,2001-11-17,2005-12-18,1492,1998,3,44.0,15.0,10.0,6.0,9.0
3190,3.3028688524590164,2440,2001-01-17,2005-12-28,1806,1993,8,928.0,578.0,426.0,289.0,219.0
3191,2.5764705882352943,85,2000-12-01,2005-12-18,1843,2000,0,24.0,13.0,19.0,9.0,20.0
3192,2.8624757354039123,6697,2001-02-01,2005-12-31,1794,1991,10,1761.0,1465.0,1282.0,1126.0,1063.0
3193,1.902439024390244,164,2000-09-21,2005-12-14,1910,2000,0,55.0,33.0,28.0,29.0,19.0
3194,3.612903225806452,248,2005-03-04,2005-12-26,297,2003,2,59.0,50.0,52.0,44.0,43.0
3195,3.990049751243781,402,2004-06-28,2005-11-29,519,1998,6,107.0,88.0,89.0,61.0,57.0
3196,2.63007840342124,1403,2000-01-13,2005-12-30,2178,1997,3,487.0,259.0,232.0,197.0,228.0
3197,3.2327432501273563,31408,2004-04-27,2005-12-31,613,2004,0,7120.0,7129.0,6433.0,5750.0,4976.0
3198,3.301433987143564,30335,2000-02-07,2005-12-31,2154,1991,9,6730.0,7566.0,6851.0,5389.0,3799.0
3199,2.539325842696629,89,2000-02-15,2005-12-18,2133,1998,2,37.0,12.0,11.0,12.0,17.0
3200,3.532347504621072,541,2004-11-30,2005-12-31,396,1973,31,206.0,130.0,99.0,64.0,42.0
3201,3.496153846153846,260,2004-08-14,2005-12-25,498,2001,3,73.0,45.0,76.0,35.0,31.0
3202,3.30166270783848,421,2000-02-16,2005-12-24,2138,1993,7,148.0,95.0,68.0,46.0,64.0
3203,2.5,98,2000-04-17,2005-12-22,2075,1994,6,46.0,24.0,15.0,8.0,5.0
3204,2.267857142857143,392,2004-12-25,2005-12-31,371,2003,1,130.0,88.0,59.0,55.0,60.0
3205,2.5643564356435644,101,2004-02-27,2005-12-29,671,1990,14,40.0,13.0,14.0,15.0,19.0
3206,3.066666666666667,135,2000-06-30,2005-12-20,1999,2000,0,35.0,37.0,24.0,20.0,19.0
3207,3.593457943925233,3638,2000-12-01,2005-12-31,1856,1942,58,987.0,850.0,707.0,590.0,504.0
3208,3.158269720101781,1965,2000-07-13,2005-12-29,1995,2000,0,648.0,428.0,339.0,304.0,246.0
3209,3.3475366178428763,751,2002-12-01,2005-12-30,1125,2002,0,302.0,191.0,121.0,82.0,55.0
3210,2.942585417400493,2839,2002-01-28,2005-12-31,1433,1998,4,1036.0,661.0,499.0,371.0,272.0
3211,3.935960591133005,203,2004-11-27,2005-12-29,397,1995,9,52.0,31.0,27.0,38.0,55.0
3212,3.75473321858864,3486,2003-06-17,2005-12-31,928,1996,7,988.0,819.0,654.0,563.0,462.0
3213,3.008771929824561,114,2002-03-22,2005-12-30,1379,2000,2,47.0,28.0,12.0,17.0,10.0
3214,2.9166666666666665,120,2004-12-10,2005-12-29,384,2004,0,28.0,27.0,16.0,20.0,29.0
3215,2.637213254035684,1177,2001-03-07,2005-12-27,1756,1999,2,464.0,308.0,227.0,135.0,43.0
3216,3.706276493914946,14626,2000-12-05,2005-12-31,1852,1986,14,3529.0,3768.0,3365.0,2556.0,1408.0
3217,3.066024759284732,727,2004-04-25,2005-12-31,615,1991,13,324.0,176.0,110.0,65.0,52.0
3218,3.13091922005571,359,2003-07-22,2005-12-30,892,1990,13,152.0,76.0,68.0,40.0,23.0
3219,2.0148148148148146,270,2002-07-23,2005-12-20,1246,2000,2,120.0,51.0,37.0,35.0,27.0
3220,2.9062901155327343,3116,2002-03-12,2005-12-30,1389,2001,1,1002.0,678.0,552.0,472.0,412.0
3221,3.698179682912508,1703,2002-11-22,2005-12-30,1134,1999,3,506.0,399.0,358.0,264.0,176.0
3222,3.5134748652513474,18182,1999-12-17,2005-12-31,2206,1994,5,4361.0,4414.0,3818.0,3129.0,2460.0
3223,3.686380315130585,9266,2000-01-06,2005-12-31,2186,1929,71,2404.0,2346.0,1915.0,1568.0,1033.0
3224,3.698133563491208,9269,2000-01-06,2005-12-31,2186,1930,70,2627.0,2367.0,1941.0,1394.0,940.0
3225,3.2803542519760023,10501,2000-09-11,2005-12-31,1937,1987,13,2632.0,2349.0,2075.0,1703.0,1742.0
3226,4.058312128922816,9432,2005-01-04,2005-12-31,361,1938,67,2118.0,2403.0,2133.0,1686.0,1092.0
3227,3.020217729393468,1286,2001-04-08,2005-12-31,1728,1989,12,516.0,311.0,233.0,162.0,64.0
3228,3.1527494908350304,491,2004-05-11,2005-12-31,599,1990,14,195.0,98.0,83.0,47.0,68.0
3229,3.32765737874097,1938,2003-03-31,2005-12-31,1006,2002,1,540.0,433.0,346.0,328.0,291.0
3230,2.8642857142857143,140,2004-12-01,2005-12-29,393,1951,53,61.0,23.0,20.0,18.0,18.0
3231,3.4332298136645965,644,2004-01-27,2005-12-28,701,1994,10,235.0,148.0,123.0,75.0,63.0
3232,3.799285953363829,8963,2001-10-29,2005-12-31,1524,1976,25,2082.0,2105.0,1935.0,1585.0,1256.0
3233,3.0861244019138754,209,2000-01-13,2005-12-14,2162,1994,6,78.0,42.0,40.0,21.0,28.0
3234,3.743589743589744,117,2005-04-08,2005-12-21,257,2004,1,23.0,26.0,24.0,25.0,19.0
3235,2.588235294117647,153,2002-03-07,2005-12-19,1383,1979,23,68.0,30.0,24.0,18.0,13.0
3236,2.8335704125177807,703,2002-08-07,2005-12-29,1240,1989,13,240.0,153.0,105.0,95.0,110.0
3237,3.2569204152249136,2312,2000-01-05,2005-12-31,2187,1996,4,916.0,626.0,396.0,232.0,142.0
3238,2.907849829351536,293,2001-10-30,2005-12-12,1504,2000,1,81.0,69.0,54.0,42.0,47.0
3239,4.051379683166455,21273,2004-07-21,2005-12-31,528,2001,3,3270.0,3824.0,4203.0,4568.0,5408.0
3240,3.684531059683313,821,2003-04-04,2005-12-27,998,1952,51,264.0,210.0,155.0,98.0,94.0
3241,3.1767241379310347,232,2003-08-06,2005-12-29,876,1999,4,63.0,47.0,41.0,42.0,39.0
3242,3.2047423620611037,2193,2000-02-20,2005-12-31,2141,1998,2,655.0,552.0,440.0,298.0,248.0
3243,3.2981651376146788,436,2003-03-09,2005-12-21,1018,2000,3,150.0,95.0,85.0,56.0,50.0
3244,3.347457627118644,236,2004-01-22,2005-12-31,709,2003,1,46.0,55.0,52.0,50.0,33.0
3245,3.196940726577438,523,2003-05-23,2005-12-27,949,1972,31,216.0,118.0,96.0,66.0,27.0
3246,2.726937269372694,271,2005-07-18,2005-12-31,166,2004,1,111.0,55.0,28.0,38.0,39.0
3247,4.142857142857143,602,2005-09-21,2005-12-30,100,2005,0,157.0,121.0,118.0,92.0,114.0
3248,3.506276150627615,478,2000-10-31,2005-12-26,1882,1946,54,126.0,99.0,101.0,81.0,71.0
3249,2.813679245283019,848,2001-01-12,2005-12-20,1803,2000,1,380.0,202.0,126.0,75.0,65.0
3250,2.8577981651376145,218,2004-09-05,2005-12-10,461,2003,1,76.0,30.0,28.0,36.0,48.0
3251,2.185567010309278,97,2005-10-15,2005-12-29,75,2004,1,35.0,16.0,17.0,16.0,13.0
3252,2.876543209876543,243,2003-02-24,2005-12-22,1032,1990,13,109.0,58.0,37.0,25.0,14.0
3253,3.320613542835765,16038,1999-12-24,2005-12-31,2199,1998,1,4333.0,4146.0,3446.0,2622.0,1491.0
3254,2.979641693811075,62628,2003-02-13,2005-12-31,1052,2003,0,13598.0,14230.0,13151.0,11865.0,9784.0
3255,2.5769854132901133,617,2004-03-11,2005-12-31,660,1999,5,244.0,122.0,114.0,78.0,59.0
3256,3.1402086148941333,28857,2003-07-04,2005-12-31,911,2003,0,8589.0,7676.0,5991.0,4281.0,2320.0
3257,2.923076923076923,104,2000-01-13,2005-12-20,2168,1990,10,42.0,21.0,8.0,15.0,18.0
3258,2.87984496124031,774,2002-05-24,2005-12-31,1317,2002,0,200.0,166.0,109.0,123.0,176.0
3259,3.736363636363636,110,2003-07-15,2005-11-09,848,1959,44,26.0,26.0,13.0,15.0,30.0
3260,3.4063604240282683,283,2003-09-06,2005-12-23,839,1928,75,105.0,55.0,55.0,42.0,26.0
3261,2.3229813664596275,161,2001-01-13,2005-12-12,1794,2000,1,73.0,36.0,15.0,18.0,19.0
3262,3.286764705882353,1496,2000-01-06,2005-12-28,2183,1997,3,502.0,384.0,286.0,204.0,120.0
3263,3.681365576102418,703,2004-06-20,2005-12-27,555,2004,0,234.0,169.0,152.0,95.0,53.0
3264,2.8480492813141685,1948,2002-08-27,2005-12-30,1221,1993,9,733.0,445.0,361.0,232.0,177.0
3265,3.476910962371337,17779,1999-12-17,2005-12-31,2206,1990,9,4941.0,5049.0,3787.0,2656.0,1346.0
3266,3.718027734976888,1947,2003-09-07,2005-12-30,845,1961,42,502.0,447.0,351.0,339.0,308.0
3267,3.5965318541655447,18569,2000-01-06,2005-12-31,2186,1994,6,4871.0,4933.0,4079.0,3050.0,1636.0
3268,2.9945186707776634,2919,2001-08-09,2005-12-31,1605,1988,13,1021.0,646.0,510.0,360.0,382.0
3269,4.006393180607352,11262,1999-12-30,2005-12-31,2193,1962,37,2759.0,2833.0,2456.0,1845.0,1369.0
3270,3.216589861751152,217,2003-08-12,2005-12-29,870,1993,10,91.0,50.0,39.0,17.0,20.0
3271,2.875,232,2005-07-06,2005-12-30,177,2004,1,107.0,50.0,36.0,21.0,18.0
3272,3.2191235059760954,1757,2003-12-17,2005-12-30,744,1988,15,596.0,399.0,327.0,276.0,159.0
3273,3.688581314878893,867,2003-03-21,2005-12-29,1014,1984,19,240.0,175.0,160.0,157.0,135.0
3274,3.719646125686394,26224,2000-01-06,2005-12-31,2186,1998,2,4413.0,5184.0,5546.0,5703.0,5378.0
3275,2.8550372810820184,11534,2002-08-24,2005-12-31,1225,2002,0,4179.0,3095.0,2067.0,1424.0,769.0
3276,3.895334434351776,4844,2000-01-08,2005-12-31,2184,1987,13,1269.0,1180.0,1008.0,857.0,530.0
3277,3.095744680851064,188,2004-02-09,2005-12-27,687,2003,1,55.0,51.0,32.0,30.0,20.0
3278,3.380952380952381,924,2000-01-16,2005-12-28,2173,1993,7,321.0,178.0,161.0,141.0,123.0
3279,3.5065359477124183,306,2004-06-25,2005-12-31,554,1967,37,112.0,61.0,49.0,41.0,43.0
3280,2.761006289308176,159,2005-05-08,2005-12-25,231,2003,2,58.0,27.0,27.0,19.0,28.0
3281,3.58974358974359,390,2002-08-21,2005-10-27,1163,2002,0,100.0,86.0,76.0,77.0,51.0
3282,3.434723288138484,117270,2004-10-22,2005-12-31,435,2004,0,24798.0,28274.0,26668.0,22769.0,14761.0
3283,4.02787456445993,1148,2003-03-07,2005-12-28,1027,1994,9,239.0,257.0,262.0,223.0,167.0
3284,2.5728155339805827,103,2000-02-16,2005-12-29,2143,1998,2,42.0,22.0,18.0,14.0,7.0
3285,3.82727033082905,15174,2004-04-28,2005-12-31,612,1986,18,2724.0,3549.0,3304.0,3017.0,2580.0
3286,2.395833333333333,576,2003-05-26,2005-12-18,937,2003,0,213.0,144.0,85.0,77.0,57.0
3287,2.9643347050754456,729,2003-09-29,2005-10-07,739,2003,0,220.0,186.0,132.0,100.0,91.0
3288,3.723618090452261,398,2005-05-04,2005-12-31,241,1978,27,125.0,73.0,64.0,66.0,70.0
3289,3.3399638336347195,553,2002-07-03,2005-12-17,1263,2001,1,212.0,130.0,91.0,73.0,47.0
3290,4.404083000530623,71614,2001-03-04,2005-12-31,1763,1974,27,13601.0,16481.0,16156.0,14457.0,10919.0
3291,3.7404426559356136,497,2005-05-07,2005-12-31,238,2004,1,144.0,125.0,101.0,61.0,66.0
3292,3.2434210526315788,304,2000-11-25,2005-12-30,1861,1956,44,98.0,59.0,48.0,46.0,53.0
3293,2.887728459530026,383,2002-10-13,2005-12-30,1174,2002,0,146.0,108.0,61.0,45.0,23.0
3294,3.147058823529412,102,2004-08-28,2005-12-06,465,2001,3,38.0,15.0,24.0,7.0,18.0
3295,2.5404907975460125,3260,1999-12-30,2005-12-30,2192,1988,11,1346.0,769.0,482.0,334.0,329.0
3296,2.5371900826446283,121,2004-03-05,2005-12-20,655,2004,0,36.0,18.0,22.0,19.0,26.0
3297,2.6311475409836067,122,2000-11-16,2005-12-29,1869,2000,0,41.0,28.0,22.0,19.0,12.0
3298,2.9316239316239314,117,2001-09-15,2005-12-30,1567,2000,1,43.0,12.0,13.0,17.0,32.0
3299,3.596009975062344,401,2005-05-13,2005-12-30,231,1991,14,112.0,67.0,58.0,70.0,94.0
3300,3.130434782608696,92,2003-09-23,2005-12-24,823,1993,10,46.0,11.0,15.0,11.0,9.0
3301,3.76371897937784,2861,2001-03-22,2005-12-29,1743,1994,7,858.0,714.0,560.0,438.0,291.0
3302,3.006993006993007,143,2003-07-30,2005-12-28,882,1989,14,61.0,31.0,28.0,13.0,10.0
3303,3.9607843137254894,765,2002-11-19,2005-12-20,1127,1992,10,213.0,186.0,145.0,131.0,90.0
3304,3.1561338289962824,269,2004-04-16,2005-12-28,621,1970,34,108.0,61.0,37.0,36.0,27.0
3305,3.678803641092328,1538,2004-03-26,2005-12-12,626,1963,41,314.0,331.0,303.0,306.0,284.0
3306,3.21280276816609,1734,2003-08-17,2005-12-29,865,1990,13,638.0,420.0,310.0,213.0,153.0
3307,3.293333333333333,300,2004-05-28,2005-12-31,582,2003,1,101.0,58.0,41.0,45.0,55.0
3308,2.6,115,2000-03-13,2005-12-20,2108,1997,3,38.0,30.0,18.0,13.0,16.0
3309,3.0371045674172668,10969,2001-01-21,2005-12-31,1805,2001,0,3843.0,3088.0,2091.0,1256.0,691.0
3310,3.534558823529412,10880,2000-01-05,2005-12-31,2187,1984,16,2926.0,2690.0,2248.0,1836.0,1180.0
3311,2.2347417840375585,213,2003-01-01,2005-12-29,1093,2002,1,75.0,37.0,36.0,34.0,31.0
3312,3.13544056906838,17432,2001-06-07,2005-12-31,1668,2001,0,4875.0,4244.0,3425.0,2764.0,2124.0
3313,2.6845132743362834,2260,2000-02-07,2005-12-31,2154,1999,1,888.0,497.0,366.0,256.0,253.0
3314,3.212063004225893,2603,2001-02-10,2005-12-31,1785,1989,12,865.0,603.0,489.0,346.0,300.0
3315,4.032860707113734,32866,2000-02-01,2005-12-31,2160,1941,59,7226.0,8173.0,7462.0,6073.0,3932.0
3316,2.760250173731758,1439,2003-07-02,2005-12-29,911,2002,1,459.0,387.0,292.0,200.0,101.0
3317,2.9097744360902253,798,2003-06-05,2005-12-28,937,1983,20,270.0,203.0,141.0,111.0,73.0
3318,3.36281179138322,441,2000-11-02,2005-12-30,1884,1991,9,176.0,91.0,71.0,52.0,51.0
3319,2.781538461538461,325,2000-09-04,2005-12-28,1941,1990,10,120.0,68.0,49.0,39.0,49.0
3320,3.5908801409309574,73795,2002-05-18,2005-12-31,1323,2002,0,17398.0,19145.0,16503.0,13037.0,7712.0
3321,3.1450676982591874,4136,2000-01-06,2005-12-31,2186,1999,1,1283.0,960.0,766.0,603.0,524.0
3322,2.8461538461538463,91,2005-03-10,2005-12-22,287,1959,46,43.0,13.0,16.0,6.0,13.0
3323,3.355525965379494,1502,2003-12-30,2005-12-31,732,2003,0,490.0,317.0,260.0,253.0,182.0
3324,3.710642638558313,2941,2000-03-11,2005-12-31,2121,2000,0,762.0,591.0,550.0,491.0,547.0
3325,2.668428005284016,757,2000-01-15,2005-12-31,2177,1998,2,306.0,168.0,119.0,88.0,76.0
3326,3.188149818364024,15966,2001-04-28,2005-12-31,1708,1996,5,3796.0,3508.0,3136.0,2842.0,2684.0
3327,3.0253807106598987,394,2000-05-20,2005-12-20,2040,1998,2,148.0,75.0,46.0,62.0,63.0
3328,3.435483870967742,62,2005-03-10,2005-12-15,280,2001,4,25.0,12.0,10.0,8.0,7.0
3329,3.5440414507772022,193,2003-10-02,2005-12-24,814,1991,12,56.0,41.0,39.0,34.0,23.0
3330,3.5676625659050965,569,2003-09-14,2005-11-10,788,2002,1,162.0,138.0,108.0,103.0,58.0
3331,3.5793443574122423,6894,2000-05-28,2005-12-31,2043,1971,29,1932.0,1836.0,1426.0,1123.0,577.0
3332,2.508385744234801,954,1999-12-30,2005-12-30,2192,1997,2,264.0,228.0,194.0,156.0,112.0
3333,3.2568383975745148,89714,2004-05-08,2005-12-31,602,2004,0,19525.0,20819.0,19298.0,17079.0,12993.0
3334,3.2065021071643587,1661,2000-02-01,2005-12-29,2158,1999,1,573.0,442.0,332.0,202.0,112.0
3335,2.7270531400966185,1242,2002-01-25,2005-12-29,1434,1990,12,505.0,317.0,230.0,127.0,63.0
3336,3.429541595925297,589,2000-10-09,2005-12-31,1909,2000,0,177.0,140.0,124.0,88.0,60.0
3337,2.1202531645569622,158,2004-10-19,2005-12-29,436,2004,0,60.0,31.0,26.0,21.0,20.0
3338,3.8867924528301887,265,2004-06-05,2005-12-31,574,2004,0,65.0,57.0,48.0,44.0,51.0
3339,3.193798449612403,129,2004-06-05,2005-12-28,571,1950,54,37.0,26.0,25.0,21.0,20.0
3340,2.8771929824561404,456,2005-05-27,2005-12-29,216,2004,1,167.0,97.0,83.0,58.0,51.0
3341,2.9863013698630136,73,2005-04-14,2005-12-12,242,1975,30,27.0,16.0,9.0,12.0,9.0
3342,3.794472084024323,9045,2000-01-05,2005-12-31,2187,1973,27,2590.0,2381.0,1853.0,1355.0,866.0
3343,2.8316953316953315,814,2000-04-18,2005-12-29,2081,1999,1,235.0,166.0,109.0,113.0,191.0
3344,3.029126213592233,103,2005-07-05,2005-12-30,178,1998,7,34.0,25.0,20.0,13.0,11.0
3345,3.7944862155388472,399,2004-10-12,2005-12-28,442,2004,0,92.0,58.0,60.0,70.0,119.0
3346,3.889655172413793,145,2005-02-06,2005-12-14,311,1942,63,28.0,19.0,24.0,26.0,48.0
3347,3.23581702574233,16199,2003-10-01,2005-12-31,822,2003,0,4081.0,3562.0,3096.0,2857.0,2603.0
3348,3.909727626459144,2570,2004-09-17,2005-12-31,470,2001,3,588.0,601.0,517.0,442.0,422.0
3349,3.2666666666666666,165,2000-01-16,2005-12-21,2166,1991,9,61.0,39.0,26.0,20.0,19.0
3350,2.9884786593349046,22914,2000-04-17,2005-12-31,2084,2000,0,6281.0,5694.0,4773.0,3610.0,2556.0
3351,2.9814814814814814,162,2000-01-06,2005-12-25,2180,1987,13,62.0,31.0,25.0,18.0,26.0
3352,3.429824561403509,114,2004-11-16,2005-12-27,406,2001,3,42.0,18.0,19.0,18.0,17.0
3353,2.7721518987341773,158,2000-07-17,2005-12-31,1993,1999,1,63.0,25.0,15.0,26.0,29.0
3354,3.845931909982689,1733,2004-08-15,2005-12-28,500,1991,13,394.0,405.0,357.0,306.0,271.0
3355,3.5572892108534444,23329,2001-01-11,2005-12-31,1815,1997,4,5765.0,6188.0,5172.0,4047.0,2157.0
3356,3.0260416666666665,192,2001-04-05,2005-12-29,1729,1940,61,62.0,35.0,38.0,27.0,30.0
3357,3.021857923497268,915,2004-02-10,2005-12-28,687,2002,2,307.0,214.0,152.0,121.0,121.0
3358,3.4814814814814814,135,2005-02-10,2005-12-30,323,1983,22,49.0,24.0,17.0,28.0,17.0
3359,2.784482758620689,116,2005-06-02,2005-12-20,201,2005,0,34.0,24.0,22.0,20.0,16.0
3360,3.130952380952381,168,2002-07-31,2005-12-28,1246,1946,56,60.0,45.0,28.0,20.0,15.0
3361,2.0076335877862594,131,2002-07-18,2005-12-20,1251,2002,0,59.0,21.0,18.0,16.0,17.0
3362,3.496932515337423,326,2003-09-15,2005-12-26,833,2003,0,87.0,40.0,46.0,64.0,89.0
3363,1.9125,80,2000-02-05,2005-12-29,2154,1995,5,42.0,13.0,11.0,7.0,7.0
3364,3.7501368499626775,20095,1999-12-31,2005-12-31,2192,1998,1,3898.0,4117.0,4042.0,3872.0,4166.0
3365,3.216292134831461,356,2000-03-06,2005-12-27,2122,1996,4,120.0,77.0,70.0,51.0,38.0
3366,3.6298342541436464,362,2004-08-13,2005-12-31,505,1945,59,109.0,98.0,63.0,61.0,31.0
3367,3.2885756676557865,1348,2003-11-08,2005-12-29,782,2001,2,530.0,334.0,222.0,171.0,91.0
3368,3.533837085906435,78213,2000-08-04,2005-12-30,1974,2000,0,16519.0,18976.0,17418.0,14758.0,10542.0
3369,3.810667752442997,4912,2002-07-19,2005-12-31,1261,1939,63,1292.0,1020.0,992.0,831.0,777.0
3370,2.2905982905982905,117,2000-05-10,2005-12-27,2057,1991,9,67.0,27.0,7.0,7.0,9.0
3371,3.914785733297844,75140,2003-06-01,2005-12-31,944,2003,0,16629.0,18669.0,17195.0,13989.0,8658.0
3372,2.431472081218274,394,2003-03-20,2005-12-30,1016,1996,7,176.0,80.0,61.0,46.0,31.0
3373,3.1875,336,2002-08-06,2005-12-29,1241,1948,54,129.0,87.0,52.0,34.0,34.0
3374,3.4844559585492227,1158,2001-05-04,2005-12-28,1699,2000,1,350.0,293.0,212.0,178.0,125.0
3375,3.0194174757281558,1442,2001-04-05,2005-12-27,1727,1987,14,625.0,321.0,223.0,150.0,123.0
3376,3.517402376910017,2356,2002-05-03,2005-12-31,1338,1958,44,778.0,556.0,440.0,341.0,241.0
3377,3.232558139534884,129,2005-01-05,2005-12-27,356,2004,1,40.0,23.0,35.0,9.0,22.0
3378,2.949820788530466,279,2001-04-30,2005-12-22,1697,1999,2,111.0,76.0,42.0,38.0,12.0
3379,3.261642085704332,8611,1999-12-30,2005-12-31,2193,1995,4,2801.0,2250.0,1701.0,1205.0,654.0
3380,3.063711911357341,361,2003-07-12,2005-12-22,894,2000,3,170.0,82.0,53.0,28.0,28.0
3381,3.806451612903226,186,2005-08-03,2005-12-29,148,1988,17,65.0,38.0,34.0,17.0,32.0
3382,2.9642105263157896,475,2000-04-23,2005-12-30,2077,1999,1,213.0,107.0,70.0,48.0,37.0
3383,3.248847926267281,217,2004-08-28,2005-12-31,490,1963,41,89.0,45.0,28.0,26.0,29.0
3384,3.764131193300768,1433,2003-05-03,2005-12-30,972,1986,17,428.0,317.0,256.0,216.0,216.0
3385,3.334932619707541,52315,2003-05-30,2005-12-31,946,2002,1,12945.0,12992.0,11195.0,8883.0,6300.0
3386,2.78525641025641,312,2002-02-26,2005-12-28,1401,2000,2,128.0,63.0,39.0,45.0,37.0
3387,3.46584938704028,571,2000-01-06,2005-12-30,2185,1916,84,184.0,134.0,114.0,80.0,59.0
3388,2.5376146788990828,545,2001-03-27,2005-12-15,1724,2000,1,230.0,125.0,87.0,60.0,43.0
3389,3.993660855784469,631,2005-02-05,2005-12-29,327,1972,33,178.0,133.0,119.0,100.0,101.0
3390,3.88351822503962,1262,2003-09-12,2005-12-29,839,1995,8,250.0,223.0,210.0,251.0,328.0
3391,3.976818096840531,5349,2004-11-26,2005-12-31,400,2003,1,1086.0,1149.0,1190.0,1044.0,880.0
3392,2.324561403508772,114,2003-05-21,2005-12-22,946,1973,30,59.0,24.0,10.0,7.0,14.0
3393,2.8470149253731343,268,2000-04-28,2005-12-27,2069,1979,21,119.0,55.0,41.0,24.0,29.0
3394,3.554780181437544,2866,2003-09-13,2005-12-31,840,1989,14,705.0,539.0,506.0,499.0,617.0
3395,2.523809523809524,84,2005-06-10,2005-12-31,204,2005,0,37.0,13.0,16.0,10.0,8.0
3396,3.055045871559633,109,2000-12-06,2005-12-06,1826,1995,5,47.0,26.0,14.0,13.0,9.0
3397,2.965544244322631,6385,2003-08-11,2005-12-27,869,1985,18,1986.0,1484.0,1259.0,883.0,773.0
3398,3.713291139240506,3160,2003-01-08,2005-12-31,1088,1979,24,614.0,634.0,614.0,644.0,654.0
3399,2.116883116883117,154,2003-11-27,2005-12-28,762,1970,33,82.0,29.0,25.0,12.0,6.0
3400,2.760330578512397,121,2002-03-19,2005-12-19,1371,1953,49,44.0,25.0,19.0,16.0,17.0
3401,3.216417910447761,402,2001-03-09,2005-12-30,1757,1987,14,166.0,85.0,70.0,47.0,34.0
3402,3.4681724845995894,974,2003-10-12,2005-12-28,808,1978,25,308.0,186.0,141.0,157.0,182.0
3403,3.764726264726265,2886,2001-03-21,2005-12-31,1746,1960,41,772.0,708.0,598.0,496.0,312.0
3404,3.6828929068150207,2876,2000-09-11,2005-12-30,1936,2000,0,837.0,775.0,592.0,434.0,238.0
3405,4.120633893919793,3092,2004-02-13,2005-12-31,687,2002,2,723.0,683.0,582.0,549.0,555.0
3406,3.360869565217391,230,2004-04-02,2005-12-31,638,2002,2,80.0,64.0,43.0,23.0,20.0
3407,3.0517241379310347,116,2001-04-25,2005-12-05,1685,1989,12,37.0,20.0,37.0,13.0,9.0
3408,3.357766143106457,4584,2004-06-11,2005-12-31,568,1998,6,1187.0,1139.0,921.0,820.0,517.0
3409,3.086206896551724,116,2003-09-19,2005-12-28,831,1998,5,51.0,25.0,20.0,11.0,9.0
3410,3.676525821596244,2130,2001-06-29,2005-12-30,1645,2001,0,658.0,591.0,418.0,309.0,154.0
3411,2.5914893617021275,470,2005-04-29,2005-12-30,245,2004,1,197.0,104.0,74.0,49.0,46.0
3412,2.934959349593496,123,2003-09-11,2005-12-20,831,2003,0,29.0,17.0,24.0,26.0,27.0
3413,3.4088983050847457,472,2003-01-13,2005-12-30,1082,1961,42,209.0,102.0,90.0,39.0,32.0
3414,3.544671578292,19274,2000-01-31,2005-12-31,2161,1995,5,3600.0,3950.0,3805.0,3888.0,4031.0
3415,3.2134387351778657,253,2003-10-26,2005-12-24,790,2003,0,99.0,59.0,39.0,26.0,30.0
3416,2.761888111888112,2860,2001-10-13,2005-12-31,1540,1987,14,966.0,595.0,477.0,401.0,421.0
3417,3.096885813148789,289,2002-05-11,2005-12-21,1320,1974,28,110.0,76.0,47.0,32.0,24.0
3418,3.270214872987725,43421,2000-01-12,2005-12-31,2180,1993,7,7095.0,8753.0,9342.0,9228.0,9003.0
3419,3.976971388695045,1433,2003-08-12,2005-12-31,872,1935,68,332.0,296.0,276.0,247.0,282.0
3420,3.3902728351126927,4215,2000-01-16,2005-12-31,2176,1992,8,1525.0,1050.0,745.0,528.0,367.0
3421,3.766153846153846,1625,1999-12-06,2005-12-03,2189,1982,17,552.0,428.0,331.0,212.0,102.0
3422,3.1696078431372547,3060,2002-02-20,2005-12-31,1410,2001,1,703.0,650.0,615.0,545.0,547.0
3423,3.893808777429467,7656,2003-08-02,2005-12-30,881,1968,35,1892.0,1927.0,1681.0,1247.0,909.0
3424,2.3839080459770114,435,2002-09-26,2005-12-21,1182,2001,1,176.0,99.0,69.0,45.0,46.0
3425,4.230460921843688,499,2004-07-03,2005-12-28,543,1990,14,131.0,104.0,100.0,74.0,90.0
3426,3.174468085106383,470,2003-09-13,2005-12-30,839,1938,65,152.0,78.0,88.0,83.0,69.0
3427,3.3347314578005114,136850,2002-06-17,2005-12-31,1293,2002,0,23624.0,28387.0,29458.0,28967.0,26414.0
3428,2.8703703703703702,162,2004-09-05,2005-12-21,472,2004,0,41.0,36.0,31.0,24.0,30.0
